2026-01-02 17:01:03,571 - INFO - ===================== Experiment: Exp_002_LWEA =====================
2026-01-02 17:01:03,571 - INFO - Dataset: tr45_690n_8261d_10c_CDKM200
2026-01-02 17:01:03,571 - INFO - Params: {'generator_method': 'cdkmeans', 'nPartitions': 200, 'seed': 2026, 'maxiter': 100, 'replicates': 1, 'nBase': 20, 'nRepeat': 10, 'consensus_method': 'lwea', 'theta': 5}
2026-01-02 17:01:03,571 - INFO - Using precomputed BPs from .mat file.
2026-01-02 17:01:03,571 - INFO - Running Consensus: LWEA...
2026-01-02 17:01:04,315 - INFO - Labels: [array([ 5,  5,  5,  5,  8,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  1,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  3,  5,  5,  5,  5,  5,  4,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  6,  5,  5,  5,  5,  9,  5,  5,  5,  5,  5,  5,  1,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  4,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  7,  5,  1,  5,  5,  2,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        1,  5,  5,  5,  5,  7,  5,  5,  5,  5,  5,  4,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5, 10,  5,  5,  5,  5,  5,  4,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        1,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        1,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  1,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  1,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  3,  5,
        5,  5,  5,  5,  5,  5,  1,  5,  5,  1,  5,  5,  5,  5,  5,  5,  5,
        5,  3,  5,  5,  5,  5,  5,  5,  3,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  1,  5,  5,  5,  1,  1,  5,  5,  5,  5,  7,  5,  3,  3,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  3,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
        5,  5,  5,  5,  5,  5,  4,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,
