5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
8,8,8,8,8,8,8,8,8,8
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
1,3,1,2,2,2,3,2,2,1
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
3,7,4,7,7,7,6,3,7,7
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
4,6,5,3,3,3,1,5,3,2
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
6,2,1,2,2,2,3,2,2,4
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
9,9,9,9,9,9,9,9,9,9
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
1,3,1,2,2,2,3,2,2,1
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
4,6,5,3,3,3,1,5,3,2
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,4,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
5,1,6,4,4,4,2,6,4,3
